City,Date,AQI,PM2.5,PM10,NO2,SO2,CO,O3
Delhi,17-11-2040,290,191.36,411.76,165.81,217.27,2.57,172.62
Delhi,18-11-2040,267,174.69,305.65,131.09,282.34,2.67,160.4
Delhi,19-11-2040,263,181.21,346.49,176.48,186.86,3.91,154.19
Delhi,20-11-2040,270,180.65,394.55,137.05,168.18,3.22,149.37
Delhi,21-11-2040,307,205.6,427.64,119.73,197.4,2.84,138.21
Delhi,22-11-2040,326,197.64,365.41,159.4,149.56,2.89,184.05
Delhi,23-11-2040,266,166.03,339.88,155.45,206.36,2.87,168.98
Delhi,24-11-2040,309,183.78,439.1,157.47,237.51,2.79,146.61
Delhi,25-11-2040,295,210.05,402.25,138.38,172.37,2.26,144.3
Delhi,26-11-2040,281,199.53,360.13,141.87,173.34,2.6,143.91
Delhi,27-11-2040,302,203.87,392.53,185.71,190.11,2.08,159.7
Delhi,28-11-2040,283,200.16,387.7,168.53,177.46,3.16,203.14
Delhi,29-11-2040,294,225.03,411.82,133.58,147.13,2.73,157.97
Delhi,30-11-2040,288,197.22,387.97,108.73,180.94,3.19,188.94
Delhi,01-12-2040,229,176.53,297.77,127.89,166.64,2.04,206.51
Delhi,02-12-2040,267,165.93,295.31,154.68,225.25,3.39,171.71
Delhi,03-12-2040,259,189.24,382.31,134.95,218.91,3.33,148.38
Delhi,04-12-2040,216,135.44,204.68,133.01,226.17,1.89,165.26
Delhi,05-12-2040,269,180.56,370.17,136.02,208.3,2.43,166.42
Delhi,06-12-2040,263,180.13,281.89,148.93,190.42,2.48,210.69
Delhi,07-12-2040,237,156.96,246.29,170.37,158.02,1.96,124.19
Delhi,08-12-2040,275,165.68,299.83,150.74,224.03,2.55,195.39
Delhi,09-12-2040,295,200.44,389.45,152.3,194.68,2.96,123.92
Delhi,10-12-2040,251,188.86,398.6,145.13,146.81,2.45,187.79
Delhi,11-12-2040,232,186.29,355.67,138.27,156.83,1.82,157.27
Delhi,12-12-2040,261,190.38,354.32,173.11,146.34,3.07,213.15
Delhi,13-12-2040,279,186.1,370.98,169.31,122.69,2.28,184.34
Delhi,14-12-2040,276,209.11,371.18,201.88,195.91,2.34,181.84
Delhi,15-12-2040,275,186.72,358.95,166.01,147.11,3.52,143.96
Delhi,16-12-2040,226,155.09,258.68,138.29,161.57,2.88,212.63
Delhi,17-12-2040,305,216.85,414.5,128.13,185.42,2.28,237.88
Delhi,18-12-2040,288,191.66,360.25,174.57,178.61,2.09,217.79
Delhi,19-12-2040,251,172.46,303.56,130.38,162.85,3.16,142.42
Delhi,20-12-2040,272,159.18,307.4,170.99,229.82,3.13,162.75
Delhi,21-12-2040,249,192.17,369.88,131.75,138.45,2.43,137.79
Delhi,22-12-2040,280,181.91,380.89,159.48,139.75,2.05,152.26
Delhi,23-12-2040,292,215.73,361.72,124.26,197.99,2.87,174.59
Delhi,24-12-2040,279,177.33,334.65,170.25,165.47,2.98,185.74
Delhi,25-12-2040,231,167.5,295.45,119.91,164.29,2.49,180.83
Delhi,26-12-2040,253,202.17,410.21,157.57,151.88,2.13,124.48
Delhi,27-12-2040,305,202.76,407.85,145.8,194.4,2.69,166.59
Delhi,28-12-2040,280,187.62,371.72,153.3,191.02,2.91,180.44
Delhi,29-12-2040,295,197.78,354.66,140.85,187.82,2.44,191.22
Delhi,30-12-2040,280,183.5,375.21,140.27,166.76,2.81,178.2
Delhi,31-12-2040,309,188.93,313.06,154.62,161.72,2.86,179.72
Delhi,01-01-2041,288,199.3,326.61,118.95,171.11,3.13,154.05
Delhi,02-01-2041,256,188.51,319.89,118.8,205.0,2.35,166.8
Delhi,03-01-2041,234,172.61,326.96,135.04,223.04,1.99,224.62
Delhi,04-01-2041,281,203.05,406.04,134.06,209.34,2.53,190.17
Delhi,05-01-2041,182,128.7,155.25,118.87,191.17,3.4,169.12
Delhi,06-01-2041,301,217.04,452.06,167.11,205.47,1.68,178.22
Delhi,07-01-2041,206,141.88,273.51,135.64,140.54,1.4,161.9
Delhi,08-01-2041,235,163.46,263.54,138.33,154.59,2.51,161.77
Delhi,09-01-2041,274,175.18,335.87,110.81,191.73,2.37,183.76
Delhi,10-01-2041,257,173.07,361.61,195.79,172.46,2.46,145.03
Delhi,11-01-2041,273,196.13,390.63,204.68,186.13,2.44,156.76
Delhi,12-01-2041,261,154.84,327.17,124.49,205.38,3.06,125.75
Delhi,13-01-2041,284,181.22,303.32,174.65,200.72,2.54,179.41
Delhi,14-01-2041,237,164.44,300.01,141.7,143.27,2.97,186.74
Delhi,15-01-2041,270,181.9,317.87,184.09,176.36,1.32,175.08
Delhi,16-01-2041,276,174.7,383.47,152.41,148.38,2.3,154.14
Delhi,17-01-2041,232,177.86,357.11,146.49,152.68,2.15,158.9
Delhi,18-01-2041,229,165.0,398.91,81.52,124.67,1.42,163.67
Delhi,19-01-2041,236,165.8,300.99,122.03,180.01,2.61,187.37
Delhi,20-01-2041,283,181.75,323.58,144.51,122.46,2.51,185.91
Delhi,21-01-2041,282,194.87,365.98,148.97,187.82,2.33,124.13
Delhi,22-01-2041,247,164.03,353.02,113.63,216.75,2.5,138.04
Delhi,23-01-2041,228,158.62,290.4,125.78,191.91,2.61,170.86
Delhi,24-01-2041,254,188.27,361.44,157.84,177.56,3.07,126.54
Delhi,25-01-2041,278,175.35,336.07,109.42,222.03,2.88,182.97
Delhi,26-01-2041,284,192.61,367.14,147.34,185.82,2.72,153.12
Delhi,27-01-2041,259,157.88,280.41,174.95,150.12,3.71,177.68
Delhi,28-01-2041,201,140.41,262.66,153.64,179.75,2.21,160.86
Delhi,29-01-2041,260,165.34,308.74,152.39,234.79,1.88,157.53
Delhi,30-01-2041,230,160.67,305.05,93.5,143.22,3.15,132.82
Delhi,31-01-2041,251,174.42,359.71,123.45,134.6,3.49,146.31
Delhi,01-02-2041,218,124.76,289.87,163.86,155.95,1.68,122.12
Delhi,02-02-2041,195,152.32,264.2,97.52,130.78,2.69,121.29
Delhi,03-02-2041,198,131.74,238.54,144.11,121.54,1.73,143.11
Delhi,04-02-2041,189,140.51,242.22,97.23,99.72,2.29,108.93
Delhi,05-02-2041,216,140.65,272.85,105.55,79.0,2.32,124.26
Delhi,06-02-2041,211,141.4,252.51,125.39,93.81,1.68,162.61
Delhi,07-02-2041,221,137.02,267.53,115.02,185.95,2.92,145.54
Delhi,08-02-2041,235,147.71,313.76,122.04,137.23,2.98,127.62
Delhi,09-02-2041,159,121.59,155.24,92.04,78.63,1.49,88.55
Delhi,10-02-2041,232,165.49,329.18,84.09,173.02,2.1,90.66
Delhi,11-02-2041,188,132.77,238.46,90.35,174.55,2.46,140.93
Delhi,12-02-2041,166,111.27,225.22,99.19,174.38,1.06,143.5
Delhi,13-02-2041,176,141.26,241.5,106.77,124.82,2.01,76.37
Delhi,14-02-2041,204,120.48,264.79,138.43,129.44,1.17,142.49
Delhi,15-02-2041,231,150.81,313.93,114.68,141.63,2.33,110.95
Delhi,16-02-2041,251,181.69,362.27,124.61,179.53,2.04,114.87
Delhi,17-02-2041,179,121.77,255.16,116.04,120.85,1.81,147.22
Delhi,18-02-2041,192,144.15,251.51,84.61,114.87,1.22,143.31
Delhi,19-02-2041,141,102.39,175.95,112.93,158.37,1.7,122.53
Delhi,20-02-2041,209,146.58,301.07,115.77,173.78,2.26,142.21
Delhi,21-02-2041,181,119.79,204.56,131.5,135.92,1.98,115.91
Delhi,22-02-2041,238,125.0,280.88,85.79,157.61,2.6,105.25
Delhi,23-02-2041,182,115.47,209.69,61.49,140.87,2.56,156.5
Delhi,24-02-2041,229,152.14,304.13,116.91,129.96,2.54,158.14
Delhi,25-02-2041,214,157.65,362.51,121.35,112.62,1.73,108.91
Delhi,26-02-2041,178,137.97,240.95,108.02,102.88,2.15,111.66
Delhi,27-02-2041,199,120.21,230.46,113.2,119.06,1.52,147.28
Delhi,28-02-2041,227,169.29,353.28,134.47,108.22,1.37,107.66
Delhi,01-03-2041,148,86.74,193.35,71.78,110.25,2.07,112.52
Delhi,02-03-2041,109,58.51,101.33,76.28,138.28,0.89,66.89
Delhi,03-03-2041,143,110.92,195.24,85.23,107.87,0.83,85.33
Delhi,04-03-2041,110,79.65,144.35,52.75,74.13,1.53,116.96
Delhi,05-03-2041,153,121.52,274.33,79.45,127.41,1.34,68.27
Delhi,06-03-2041,121,94.13,170.47,81.66,110.66,1.39,77.8
Delhi,07-03-2041,192,113.82,218.61,124.18,116.59,2.63,101.91
Delhi,08-03-2041,157,129.78,233.78,75.8,86.17,0.98,47.55
Delhi,09-03-2041,148,77.57,168.55,88.25,135.75,1.73,94.32
Delhi,10-03-2041,126,90.43,176.49,106.22,135.6,1.52,121.53
Delhi,11-03-2041,154,100.24,160.35,62.31,96.23,1.98,114.12
Delhi,12-03-2041,178,132.5,222.69,117.64,123.3,1.09,91.26
Delhi,13-03-2041,111,88.58,108.35,127.35,134.79,1.37,93.02
Delhi,14-03-2041,149,89.86,145.79,82.53,87.79,1.54,129.8
Delhi,15-03-2041,135,111.31,235.31,69.76,99.31,0.76,126.76
Delhi,16-03-2041,162,90.21,211.1,123.93,104.14,0.58,90.14
Delhi,17-03-2041,155,104.8,219.69,103.14,68.82,1.47,76.76
Delhi,18-03-2041,118,70.72,151.01,85.3,115.0,2.15,113.93
Delhi,19-03-2041,231,146.04,273.67,118.92,132.43,1.3,120.76
Delhi,20-03-2041,140,74.8,165.36,116.27,97.43,1.37,126.97
Delhi,21-03-2041,169,95.31,189.69,74.84,111.95,2.06,107.09
Delhi,22-03-2041,173,101.1,246.22,89.47,143.71,1.41,83.6
Delhi,23-03-2041,186,140.0,263.05,97.67,89.6,1.87,50.75
Delhi,24-03-2041,136,75.25,183.27,83.97,112.56,2.81,140.96
Delhi,25-03-2041,183,141.42,294.93,48.48,84.66,1.19,132.57
Delhi,26-03-2041,163,116.89,244.16,59.79,83.84,1.39,73.33
Delhi,27-03-2041,153,110.09,148.83,49.29,112.01,1.68,97.27
Delhi,28-03-2041,140,82.06,183.78,95.57,108.99,2.23,86.98
Delhi,29-03-2041,164,113.17,211.2,53.64,118.4,1.42,94.16
Delhi,30-03-2041,161,87.28,152.51,88.06,104.03,1.84,82.49
Delhi,31-03-2041,179,127.08,196.97,129.05,115.7,1.65,109.79
Delhi,01-04-2041,112,82.33,156.26,118.94,151.72,1.44,64.15
Delhi,02-04-2041,141,99.49,190.03,37.31,133.55,1.27,82.65
Delhi,03-04-2041,121,90.64,133.13,51.28,111.9,1.18,114.34
Delhi,04-04-2041,128,82.0,111.6,63.84,116.9,3.01,43.16
Delhi,05-04-2041,130,116.58,236.09,54.02,92.78,0.71,100.21
Delhi,06-04-2041,154,112.46,239.82,41.9,96.97,0.76,78.81
Delhi,07-04-2041,172,125.93,244.98,82.98,116.52,1.6,132.88
Delhi,08-04-2041,125,66.15,160.21,100.88,104.38,1.58,100.73
Delhi,09-04-2041,193,123.03,231.17,107.1,125.54,1.69,72.82
Delhi,10-04-2041,187,151.86,286.9,71.39,139.76,1.04,128.8
Delhi,11-04-2041,126,92.72,148.65,76.45,98.7,0.97,93.04
Delhi,12-04-2041,166,139.65,218.53,92.14,46.0,1.34,95.78
Delhi,13-04-2041,168,96.49,238.96,80.54,162.78,1.93,114.68
Delhi,14-04-2041,118,74.3,175.11,103.52,82.18,0.97,77.36
Delhi,15-04-2041,133,95.64,139.94,94.01,107.6,1.56,128.68
Delhi,16-04-2041,196,122.71,237.83,73.84,123.57,1.22,106.93
Delhi,17-04-2041,114,84.99,158.47,36.83,144.02,0.72,76.47
Delhi,18-04-2041,147,89.74,162.29,120.73,155.93,0.84,81.69
Delhi,19-04-2041,158,113.62,203.61,66.1,90.83,1.94,61.09
Delhi,20-04-2041,157,101.81,204.88,92.19,137.44,1.18,100.19
Delhi,21-04-2041,172,113.44,240.09,35.34,107.69,2.1,88.06
Delhi,22-04-2041,158,106.51,214.43,82.97,184.05,1.46,100.32
Delhi,23-04-2041,175,111.34,207.94,85.76,134.76,0.8,49.96
Delhi,24-04-2041,127,93.1,172.18,86.97,96.43,1.72,79.4
Delhi,25-04-2041,163,106.38,230.24,158.59,77.96,1.08,67.95
Delhi,26-04-2041,105,83.2,171.99,67.47,46.0,1.29,104.82
Delhi,27-04-2041,200,127.52,244.47,103.77,121.99,2.05,77.45
Delhi,28-04-2041,123,89.06,168.15,96.33,132.0,0.84,104.26
Delhi,29-04-2041,182,124.33,246.58,66.28,124.11,1.26,79.17
Delhi,30-04-2041,138,97.08,170.4,103.39,46.0,0.94,133.15
Delhi,01-05-2041,154,108.54,230.87,81.39,66.76,0.92,96.29
Delhi,02-05-2041,157,94.6,147.47,107.38,118.92,1.28,117.9
Delhi,03-05-2041,133,84.18,147.6,134.52,158.07,1.09,92.17
Delhi,04-05-2041,145,69.6,150.58,89.27,102.83,1.38,118.07
Delhi,05-05-2041,123,83.39,124.46,78.47,137.25,1.84,75.68
Delhi,06-05-2041,139,98.02,139.05,111.79,73.47,1.14,93.95
Delhi,07-05-2041,154,108.74,208.49,120.42,110.71,0.79,83.37
Delhi,08-05-2041,171,124.71,186.05,63.42,96.26,1.84,141.72
Delhi,09-05-2041,118,95.58,142.65,74.18,140.13,1.14,65.28
Delhi,10-05-2041,155,86.86,187.73,102.39,88.3,2.43,146.76
Delhi,11-05-2041,125,75.65,137.58,82.2,154.81,1.32,60.64
Delhi,12-05-2041,173,114.1,255.36,61.64,95.27,1.45,113.4
Delhi,13-05-2041,165,132.16,214.97,99.02,72.4,0.43,79.45
Delhi,14-05-2041,159,129.83,243.85,102.29,73.41,0.94,101.37
Delhi,15-05-2041,175,118.7,237.51,77.14,85.83,0.43,90.73
Delhi,16-05-2041,159,117.27,187.7,87.03,115.62,1.67,74.24
Delhi,17-05-2041,200,138.45,294.01,71.09,86.2,1.48,97.03
Delhi,18-05-2041,139,111.14,226.49,58.12,79.89,1.84,84.57
Delhi,19-05-2041,154,117.42,174.82,73.07,131.19,1.92,109.28
Delhi,20-05-2041,159,98.08,185.23,87.35,46.0,2.0,69.86
Delhi,21-05-2041,144,77.26,158.37,48.62,91.6,1.41,106.81
Delhi,22-05-2041,136,90.82,154.86,74.9,64.47,1.56,116.6
Delhi,23-05-2041,141,104.32,153.81,87.7,78.44,1.81,92.29
Delhi,24-05-2041,141,105.72,209.21,115.37,111.81,1.12,61.93
Delhi,25-05-2041,215,143.03,338.09,77.69,98.34,1.05,138.31
Delhi,26-05-2041,158,106.13,190.03,54.35,95.63,2.29,106.67
Delhi,27-05-2041,147,128.08,290.42,80.26,140.19,0.62,76.97
Delhi,28-05-2041,114,95.8,159.45,71.34,104.09,1.77,107.35
Delhi,29-05-2041,163,98.27,193.17,99.3,158.68,1.69,53.11
Delhi,30-05-2041,117,77.92,171.19,77.05,125.87,0.96,124.41
Delhi,31-05-2041,109,89.65,170.09,34.0,75.5,1.19,148.11
Delhi,01-06-2041,164,101.29,183.52,166.54,148.77,1.14,103.1
Delhi,02-06-2041,145,90.9,194.5,77.81,99.09,1.43,57.42
Delhi,03-06-2041,194,109.61,265.0,76.48,146.9,1.5,38.0
Delhi,04-06-2041,120,94.38,188.33,35.71,82.77,1.3,116.6
Delhi,05-06-2041,124,83.7,143.55,37.64,98.92,1.41,78.81
Delhi,06-06-2041,163,133.72,248.37,71.95,103.71,1.65,72.71
Delhi,07-06-2041,147,88.87,244.45,82.65,85.71,1.63,111.62
Delhi,08-06-2041,175,114.01,220.67,91.8,128.91,2.09,67.74
Delhi,09-06-2041,133,82.73,139.35,80.19,148.73,1.84,101.56
Delhi,10-06-2041,107,104.94,165.04,44.6,46.0,1.33,83.09
Delhi,11-06-2041,146,109.31,152.91,34.0,115.19,1.64,88.67
Delhi,12-06-2041,151,94.92,191.26,71.74,63.91,1.53,123.23
Delhi,13-06-2041,118,43.66,102.59,60.9,46.0,1.4,70.28
Delhi,14-06-2041,125,91.12,161.22,42.69,106.26,0.89,67.99
Delhi,15-06-2041,166,115.36,218.73,94.95,106.33,1.4,77.44
Delhi,16-06-2041,125,101.3,157.36,34.86,111.15,0.43,52.43
Delhi,17-06-2041,133,99.67,193.35,89.67,101.88,1.86,105.91
Delhi,18-06-2041,82,56.3,121.42,39.0,117.0,1.5,102.59
Delhi,19-06-2041,111,76.34,128.99,77.6,72.66,1.24,82.27
Delhi,20-06-2041,121,98.98,238.77,97.6,98.65,1.11,59.4
Delhi,21-06-2041,120,98.96,162.91,65.8,111.69,1.65,38.0
Delhi,22-06-2041,173,115.04,227.09,116.5,131.34,2.24,61.66
Delhi,23-06-2041,162,87.85,192.37,122.2,92.07,1.51,76.72
Delhi,24-06-2041,151,98.87,185.53,80.18,84.34,2.27,38.0
Delhi,25-06-2041,119,91.08,167.39,87.78,89.09,1.71,144.86
Delhi,26-06-2041,99,71.01,92.06,100.77,54.94,0.92,92.89
Delhi,27-06-2041,115,45.63,127.43,87.86,113.84,1.56,96.11
Delhi,28-06-2041,149,99.37,183.71,85.18,47.03,1.52,78.75
Delhi,29-06-2041,152,94.23,195.16,61.15,102.48,0.92,100.94
Delhi,30-06-2041,134,78.39,169.12,34.0,93.29,1.12,74.98
Delhi,01-07-2041,53,25.37,44.0,34.0,46.0,0.63,48.45
Delhi,02-07-2041,115,70.34,127.73,106.81,46.0,0.89,87.62
Delhi,03-07-2041,92,52.43,139.65,55.31,46.0,0.7,79.95
Delhi,04-07-2041,99,68.89,97.37,41.11,47.43,0.97,52.23
Delhi,05-07-2041,141,95.03,244.4,78.83,102.16,1.06,103.06
Delhi,06-07-2041,49,22.0,44.0,34.0,54.43,1.47,50.45
Delhi,07-07-2041,58,43.76,47.75,61.83,74.14,1.11,39.86
Delhi,08-07-2041,90,53.56,105.74,49.18,95.75,0.49,55.67
Delhi,09-07-2041,142,86.85,231.26,58.75,89.95,1.9,60.02
Delhi,10-07-2041,60,25.02,44.0,38.84,57.54,0.49,38.0
Delhi,11-07-2041,118,96.47,179.06,34.0,46.0,0.65,64.69
Delhi,12-07-2041,112,60.47,129.18,34.0,72.72,1.14,105.37
Delhi,13-07-2041,62,55.83,107.09,34.0,46.0,2.29,76.25
Delhi,14-07-2041,82,53.79,113.66,47.18,112.19,1.04,69.1
Delhi,15-07-2041,83,49.02,71.61,34.0,83.78,0.52,64.51
Delhi,16-07-2041,95,78.71,131.56,34.0,64.01,0.43,38.0
Delhi,17-07-2041,76,36.38,64.67,50.64,73.13,0.43,38.0
Delhi,18-07-2041,88,64.66,88.95,44.06,63.1,0.85,56.58
Delhi,19-07-2041,64,50.07,93.79,52.01,46.7,1.11,41.8
Delhi,20-07-2041,90,42.51,69.1,46.12,72.71,0.43,38.0
Delhi,21-07-2041,134,109.47,193.89,110.22,50.46,0.95,43.74
Delhi,22-07-2041,89,66.13,135.26,50.42,115.85,0.43,63.77
Delhi,23-07-2041,90,70.02,78.41,37.77,46.0,0.43,67.01
Delhi,24-07-2041,97,80.51,146.09,49.78,73.01,1.16,38.0
Delhi,25-07-2041,52,29.32,125.23,72.75,46.0,0.47,51.35
Delhi,26-07-2041,105,92.8,143.73,46.01,46.0,1.5,62.87
Delhi,27-07-2041,68,22.0,80.37,64.37,46.0,0.55,38.0
Delhi,28-07-2041,110,42.37,82.15,57.15,70.09,1.39,38.0
Delhi,29-07-2041,79,48.57,74.19,39.99,46.0,1.97,52.17
Delhi,30-07-2041,76,69.38,92.21,50.02,90.25,0.47,38.0
Delhi,31-07-2041,129,62.12,122.23,87.22,70.15,2.07,44.3
Delhi,01-08-2041,75,46.16,131.31,46.58,53.95,0.73,107.39
Delhi,02-08-2041,58,49.26,81.92,34.0,46.0,0.43,38.0
Delhi,03-08-2041,60,29.94,54.46,34.0,67.05,0.57,80.62
Delhi,04-08-2041,66,22.0,72.11,34.0,46.0,0.52,53.54
Delhi,05-08-2041,97,64.03,131.88,43.93,46.0,1.42,38.0
Delhi,06-08-2041,85,63.37,73.24,73.3,62.42,1.38,61.96
Delhi,07-08-2041,144,81.19,157.23,34.0,46.0,1.37,46.07
Delhi,08-08-2041,56,33.7,109.4,44.24,46.0,0.43,75.13
Delhi,09-08-2041,89,63.36,119.27,65.14,88.41,0.81,61.51
Delhi,10-08-2041,54,43.83,44.0,67.78,46.0,0.43,49.91
Delhi,11-08-2041,117,73.31,150.93,72.5,46.0,1.23,38.0
Delhi,12-08-2041,82,69.94,126.93,34.0,46.0,0.48,74.22
Delhi,13-08-2041,80,53.72,47.2,53.12,46.0,0.97,38.0
Delhi,14-08-2041,57,42.71,44.0,34.0,83.83,0.47,38.0
Delhi,15-08-2041,89,68.72,159.82,34.0,46.0,0.43,38.0
Delhi,16-08-2041,79,62.44,96.66,61.03,46.0,1.16,38.0
Delhi,17-08-2041,63,35.81,44.0,44.45,78.91,1.2,65.07
Delhi,18-08-2041,56,22.94,44.0,58.66,46.0,0.79,38.0
Delhi,19-08-2041,58,43.73,63.76,34.0,56.34,0.43,38.0
Delhi,20-08-2041,116,79.81,154.64,77.34,46.0,1.1,38.0
Delhi,21-08-2041,92,72.43,131.53,57.71,110.12,0.43,65.74
Delhi,22-08-2041,44,27.25,44.0,62.73,46.0,0.98,60.83
Delhi,23-08-2041,45,26.14,44.0,34.0,57.96,0.47,49.05
Delhi,24-08-2041,112,74.99,155.77,69.79,94.59,0.53,38.0
Delhi,25-08-2041,51,26.79,52.15,34.0,46.0,0.97,38.0
Delhi,26-08-2041,68,59.69,110.94,34.0,46.0,0.43,41.69
Delhi,27-08-2041,79,37.18,128.76,56.14,72.51,0.64,38.0
Delhi,28-08-2041,119,81.84,177.43,55.08,79.62,0.97,42.24
Delhi,29-08-2041,69,34.09,90.35,34.0,46.0,1.8,38.0
Delhi,30-08-2041,100,72.37,132.52,91.91,93.37,0.68,54.15
Delhi,31-08-2041,99,53.2,107.68,85.86,51.04,1.14,56.95
Delhi,01-09-2041,89,62.79,106.38,62.38,73.01,0.43,80.43
Delhi,02-09-2041,59,22.0,65.13,58.01,102.4,1.69,59.01
Delhi,03-09-2041,48,22.0,44.0,55.49,80.81,0.44,58.22
Delhi,04-09-2041,69,53.34,108.01,34.0,57.74,0.77,38.0
Delhi,05-09-2041,92,62.69,123.93,50.07,46.0,1.1,51.31
Delhi,06-09-2041,90,35.25,66.42,49.74,139.01,0.45,38.0
Delhi,07-09-2041,86,35.98,156.5,34.0,46.0,1.38,38.0
Delhi,08-09-2041,90,68.98,111.06,39.52,67.29,0.51,45.87
Delhi,09-09-2041,115,69.01,110.84,34.0,73.05,1.26,39.91
Delhi,10-09-2041,96,55.0,125.31,34.0,74.47,1.37,67.79
Delhi,11-09-2041,117,73.35,121.52,70.3,121.59,1.13,38.0
Delhi,12-09-2041,76,34.27,56.36,90.53,59.18,1.19,122.84
Delhi,13-09-2041,73,50.63,63.61,34.0,54.9,2.11,40.5
Delhi,14-09-2041,136,90.71,187.09,51.82,104.32,1.05,50.74
Delhi,15-09-2041,119,59.12,127.45,74.71,53.67,0.89,38.33
Delhi,16-09-2041,69,60.28,105.07,34.24,84.03,1.01,71.95
Delhi,17-09-2041,138,103.87,218.8,64.16,63.58,1.48,47.16
Delhi,18-09-2041,55,29.76,44.0,46.41,85.38,2.0,38.0
Delhi,19-09-2041,91,73.68,118.78,77.01,79.51,0.76,38.0
Delhi,20-09-2041,128,91.03,167.86,34.0,46.0,0.43,66.85
Delhi,21-09-2041,70,51.25,62.21,34.0,46.0,1.42,68.75
Delhi,22-09-2041,96,74.94,89.93,54.24,46.0,0.43,61.07
Delhi,23-09-2041,52,38.11,63.17,49.66,46.0,0.97,47.12
Delhi,24-09-2041,66,44.02,104.45,45.84,55.01,0.99,44.52
Delhi,25-09-2041,87,65.45,162.82,61.65,46.0,0.79,71.94
Delhi,26-09-2041,115,73.72,123.65,34.0,52.95,0.82,49.97
Delhi,27-09-2041,119,80.17,174.32,34.0,61.76,0.43,80.61
Delhi,28-09-2041,102,89.14,188.47,34.75,83.44,0.43,50.02
Delhi,29-09-2041,113,56.4,143.72,37.54,72.88,1.31,49.12
Delhi,30-09-2041,101,81.62,144.58,40.16,84.81,0.43,61.77
Delhi,01-10-2041,182,119.65,173.39,135.23,138.92,1.8,149.79
Delhi,02-10-2041,207,144.54,276.74,122.76,116.79,1.68,144.42
Delhi,03-10-2041,153,130.65,217.82,116.83,123.32,0.84,113.79
Delhi,04-10-2041,182,135.41,235.58,109.05,100.95,2.69,105.66
Delhi,05-10-2041,205,134.97,247.41,92.65,133.34,1.32,84.79
Delhi,06-10-2041,158,94.41,169.2,82.15,78.97,2.11,132.3
Delhi,07-10-2041,143,104.02,201.88,73.57,158.48,1.61,70.4
Delhi,08-10-2041,187,128.55,265.34,86.14,97.8,1.42,157.63
Delhi,09-10-2041,146,92.75,165.2,102.43,131.12,1.72,136.08
Delhi,10-10-2041,215,143.12,283.81,74.63,136.14,1.66,96.35
Delhi,11-10-2041,206,143.93,273.91,107.74,161.38,1.75,145.77
Delhi,12-10-2041,176,133.04,280.85,98.64,76.07,1.45,128.7
Delhi,13-10-2041,165,104.08,192.09,93.57,116.74,1.33,126.69
Delhi,14-10-2041,242,154.1,290.43,132.54,143.0,2.34,108.33
Delhi,15-10-2041,226,167.24,306.53,41.98,179.04,1.84,128.82
Delhi,16-10-2041,192,129.44,241.07,93.91,125.34,1.81,79.58
Delhi,17-10-2041,155,136.71,236.25,44.69,108.67,1.39,116.57
Delhi,18-10-2041,180,130.53,221.54,109.46,187.31,2.63,98.0
Delhi,19-10-2041,187,137.11,283.78,122.55,150.58,1.8,107.8
Delhi,20-10-2041,181,124.11,203.31,69.72,167.71,0.89,97.78
Delhi,21-10-2041,167,125.81,229.46,72.92,90.21,1.98,99.06
Delhi,22-10-2041,216,144.61,305.23,61.04,142.13,1.46,147.21
Delhi,23-10-2041,219,173.41,318.9,105.09,94.0,2.3,79.18
Delhi,24-10-2041,162,98.5,212.01,94.98,87.35,2.36,125.22
Delhi,25-10-2041,171,124.42,218.67,96.53,143.96,2.3,86.73
Delhi,26-10-2041,150,102.89,163.96,94.3,146.06,1.61,148.04
Delhi,27-10-2041,174,158.34,253.0,79.16,112.04,1.78,125.7
Delhi,28-10-2041,188,114.75,257.4,131.8,169.46,1.96,79.88
Delhi,29-10-2041,147,97.64,151.4,110.31,115.43,2.29,123.37
Delhi,30-10-2041,166,139.26,287.02,73.88,118.4,1.32,97.6
Delhi,31-10-2041,217,161.39,276.64,85.99,125.42,1.89,120.67
Delhi,01-11-2041,316,205.77,430.49,135.7,185.21,3.73,141.79
Delhi,02-11-2041,303,196.6,439.74,192.65,230.82,2.53,205.77
Delhi,03-11-2041,257,200.68,330.7,175.28,161.25,2.79,125.06
Delhi,04-11-2041,337,220.8,386.97,154.34,169.87,4.11,154.81
Delhi,05-11-2041,275,175.02,355.72,200.18,156.76,2.68,147.95
Delhi,06-11-2041,256,190.26,376.89,193.8,249.01,2.03,184.48
Delhi,07-11-2041,269,183.45,371.86,151.73,182.76,2.77,162.69
Delhi,08-11-2041,248,169.14,304.16,147.24,169.44,3.64,170.39
Delhi,09-11-2041,281,185.93,412.9,148.44,183.88,3.33,158.96
Delhi,10-11-2041,314,214.65,411.38,133.68,217.97,2.31,140.79
Delhi,11-11-2041,301,203.83,350.77,200.85,212.41,3.01,169.29
Delhi,12-11-2041,294,205.39,382.64,132.34,175.24,2.71,142.43
Delhi,13-11-2041,279,195.43,335.21,179.21,180.51,3.21,129.2
Delhi,14-11-2041,312,202.97,433.36,174.76,148.84,2.49,190.65
Delhi,15-11-2041,256,176.49,315.52,149.88,196.66,3.05,144.02
Delhi,16-11-2041,308,186.31,368.76,202.75,230.97,3.76,211.43
Delhi,17-11-2041,270,196.34,358.93,118.52,175.05,1.49,210.44
Delhi,18-11-2041,281,198.05,357.83,155.51,211.57,3.1,197.14
